PRICE_DATE,PRICE_YEAR,PRICE_MONTH,REGION_NAME,ISLAND_GROUP,MARKET_NAME,PROVINCE_NAME,COMMODITY_NAME,COMMODITY_CATEGORY,UNIT,PRICE_TYPE,PRICE_PHP,PRICE_USD,PRICE_USD_CURRENT_RATE,CURRENT_USD_PHP_RATE,REGIONAL_FOOD_CPI,PRICE_TO_CPI_RATIO,MONTHLY_BSP_RATE
2000-01-15,2000,1,National Capital Region,Luzon,Metro Manila,Metropolitan Manila,Maize flour (yellow),Cereals And Tubers,KG,Retail,15,0.3717,0.3717,,,,
2000-01-15,2000,1,National Capital Region,Luzon,Metro Manila,Metropolitan Manila,"Rice (milled, superior)",Cereals And Tubers,KG,Wholesale,18.35,0.4548,0.4548,,,,
2000-01-15,2000,1,National Capital Region,Luzon,Metro Manila,Metropolitan Manila,"Rice (milled, superior)",Cereals And Tubers,KG,Retail,20,0.4957,0.4957,,,,
2000-01-15,2000,1,National Capital Region,Luzon,Metro Manila,Metropolitan Manila,"Rice (regular, milled)",Cereals And Tubers,KG,Wholesale,16.35,0.4052,0.4052,,,,
2000-01-15,2000,1,Region III - Central Luzon,Luzon,Palayan,Nueva Ecija,"Rice (milled, superior)",Cereals And Tubers,KG,Wholesale,18,0.4461,0.4461,,,,
2000-01-15,2000,1,Region III - Central Luzon,Luzon,Palayan,Nueva Ecija,"Rice (milled, superior)",Cereals And Tubers,KG,Retail,19,0.4709,0.4709,,,,
2000-01-15,2000,1,Region III - Central Luzon,Luzon,Palayan,Nueva Ecija,"Rice (regular, milled)",Cereals And Tubers,KG,Retail,18.1,0.4486,0.4486,,,,
2000-01-15,2000,1,Region IX - Zamboanga Peninsula,Mindanao,Zamboanga City,Zamboanga del Sur,"Rice (regular, milled)",Cereals And Tubers,KG,Retail,16.9,0.4188,0.4188,,,,
2000-01-15,2000,1,Region VI - Western Visayas,Visayas,Iloilo City,Iloilo,"Rice (milled, superior)",Cereals And Tubers,KG,Wholesale,15.6,0.3866,0.3866,,,,
2000-01-15,2000,1,Region VI - Western Visayas,Visayas,Iloilo City,Iloilo,"Rice (milled, superior)",Cereals And Tubers,KG,Retail,20.4,0.5056,0.5056,,,,
2000-01-15,2000,1,Region VI - Western Visayas,Visayas,Iloilo City,Iloilo,"Rice (regular, milled)",Cereals And Tubers,KG,Retail,17.8,0.4411,0.4411,,,,
2000-01-15,2000,1,Region VI - Western Visayas,Visayas,Iloilo City,Iloilo,"Rice (regular, milled)",Cereals And Tubers,KG,Wholesale,14.7,0.3643,0.3643,,,,
2000-01-15,2000,1,Region VII - Central Visayas,Visayas,Cebu City,Cebu,Maize flour (white),Cereals And Tubers,KG,Retail,14.9,0.3693,0.3693,,,,
2000-01-15,2000,1,Region VII - Central Visayas,Visayas,Cebu City,Cebu,"Rice (milled, superior)",Cereals And Tubers,KG,Retail,19.6,0.4857,0.4857,,,,
2000-01-15,2000,1,Region VII - Central Visayas,Visayas,Cebu City,Cebu,"Rice (milled, superior)",Cereals And Tubers,KG,Wholesale,18.7,0.4634,0.4634,,,,
2000-01-15,2000,1,Region VII - Central Visayas,Visayas,Cebu City,Cebu,"Rice (regular, milled)",Cereals And Tubers,KG,Retail,18.1,0.4486,0.4486,,,,
2000-01-15,2000,1,Region VII - Central Visayas,Visayas,Cebu City,Cebu,"Rice (regular, milled)",Cereals And Tubers,KG,Wholesale,16.9,0.4188,0.4188,,,,
2000-01-15,2000,1,Region XI - Davao,Mindanao,Davao City,Davao del Sur,Maize flour (white),Cereals And Tubers,KG,Wholesale,12.1,0.2999,0.2999,,,,
2000-01-15,2000,1,Region XI - Davao,Mindanao,Davao City,Davao del Sur,Maize flour (yellow),Cereals And Tubers,KG,Retail,12.55,0.311,0.311,,,,
2000-01-15,2000,1,Region XI - Davao,Mindanao,Davao City,Davao del Sur,Maize flour (yellow),Cereals And Tubers,KG,Wholesale,11.4,0.2825,0.2825,,,,
2000-01-15,2000,1,Region XI - Davao,Mindanao,Davao City,Davao del Sur,"Rice (milled, superior)",Cereals And Tubers,KG,Retail,18.9,0.4684,0.4684,,,,
2000-01-15,2000,1,Region XI - Davao,Mindanao,Davao City,Davao del Sur,"Rice (milled, superior)",Cereals And Tubers,KG,Wholesale,16.4,0.4064,0.4064,,,,
2000-01-15,2000,1,Region XI - Davao,Mindanao,Davao City,Davao del Sur,"Rice (regular, milled)",Cereals And Tubers,KG,Wholesale,15.35,0.3804,0.3804,,,,
2000-01-15,2000,1,Region XII - SOCCSKSARGEN,Mindanao,Koronadal,South Cotabato,"Rice (milled, superior)",Cereals And Tubers,KG,Retail,18,0.4461,0.4461,,,,
2000-01-15,2000,1,Region XII - SOCCSKSARGEN,Mindanao,Koronadal,South Cotabato,"Rice (milled, superior)",Cereals And Tubers,KG,Wholesale,16,0.3965,0.3965,,,,
2000-01-15,2000,1,Region XII - SOCCSKSARGEN,Mindanao,Koronadal,South Cotabato,"Rice (regular, milled)",Cereals And Tubers,KG,Retail,16.5,0.4089,0.4089,,,,
2000-02-15,2000,2,National Capital Region,Luzon,Metro Manila,Metropolitan Manila,Maize flour (yellow),Cereals And Tubers,KG,Retail,15.75,0.3877,0.3877,,,,
2000-02-15,2000,2,National Capital Region,Luzon,Metro Manila,Metropolitan Manila,"Rice (milled, superior)",Cereals And Tubers,KG,Wholesale,18.35,0.4517,0.4517,,,,
2000-02-15,2000,2,National Capital Region,Luzon,Metro Manila,Metropolitan Manila,"Rice (milled, superior)",Cereals And Tubers,KG,Retail,20,0.4923,0.4923,,,,
2000-02-15,2000,2,Region III - Central Luzon,Luzon,Palayan,Nueva Ecija,Meat (pork),"Meat, Fish And Eggs",KG,Retail,77,1.8954,1.8954,,,,
2000-02-15,2000,2,Region III - Central Luzon,Luzon,Palayan,Nueva Ecija,"Rice (milled, superior)",Cereals And Tubers,KG,Wholesale,18,0.4431,0.4431,,,,
2000-02-15,2000,2,Region III - Central Luzon,Luzon,Palayan,Nueva Ecija,"Rice (milled, superior)",Cereals And Tubers,KG,Retail,19.5,0.48,0.48,,,,
2000-02-15,2000,2,Region III - Central Luzon,Luzon,Palayan,Nueva Ecija,"Rice (regular, milled)",Cereals And Tubers,KG,Retail,18,0.4431,0.4431,,,,
2000-02-15,2000,2,Region IX - Zamboanga Peninsula,Mindanao,Zamboanga City,Zamboanga del Sur,"Rice (regular, milled)",Cereals And Tubers,KG,Retail,16.85,0.4148,0.4148,,,,
2000-02-15,2000,2,Region VI - Western Visayas,Visayas,Iloilo City,Iloilo,"Rice (milled, superior)",Cereals And Tubers,KG,Wholesale,16.55,0.4074,0.4074,,,,
2000-02-15,2000,2,Region VI - Western Visayas,Visayas,Iloilo City,Iloilo,"Rice (milled, superior)",Cereals And Tubers,KG,Retail,20.5,0.5046,0.5046,,,,
2000-02-15,2000,2,Region VI - Western Visayas,Visayas,Iloilo City,Iloilo,"Rice (regular, milled)",Cereals And Tubers,KG,Retail,17.75,0.4369,0.4369,,,,
2000-02-15,2000,2,Region VI - Western Visayas,Visayas,Iloilo City,Iloilo,"Rice (regular, milled)",Cereals And Tubers,KG,Wholesale,15,0.3692,0.3692,,,,
2000-02-15,2000,2,Region VII - Central Visayas,Visayas,Cebu City,Cebu,"Rice (milled, superior)",Cereals And Tubers,KG,Retail,20,0.4923,0.4923,,,,
2000-02-15,2000,2,Region VII - Central Visayas,Visayas,Cebu City,Cebu,"Rice (milled, superior)",Cereals And Tubers,KG,Wholesale,18.85,0.464,0.464,,,,
2000-02-15,2000,2,Region VII - Central Visayas,Visayas,Cebu City,Cebu,"Rice (regular, milled)",Cereals And Tubers,KG,Retail,18.1,0.4455,0.4455,,,,
2000-02-15,2000,2,Region VII - Central Visayas,Visayas,Cebu City,Cebu,"Rice (regular, milled)",Cereals And Tubers,KG,Wholesale,17.2,0.4234,0.4234,,,,
2000-02-15,2000,2,Region XI - Davao,Mindanao,Davao City,Davao del Sur,Maize flour (white),Cereals And Tubers,KG,Retail,14,0.3446,0.3446,,,,
2000-02-15,2000,2,Region XI - Davao,Mindanao,Davao City,Davao del Sur,Maize flour (yellow),Cereals And Tubers,KG,Retail,12.6,0.3102,0.3102,,,,
2000-02-15,2000,2,Region XI - Davao,Mindanao,Davao City,Davao del Sur,Meat (pork),"Meat, Fish And Eggs",KG,Retail,86.29,2.124,2.124,,,,
2000-02-15,2000,2,Region XI - Davao,Mindanao,Davao City,Davao del Sur,"Rice (milled, superior)",Cereals And Tubers,KG,Retail,19,0.4677,0.4677,,,,
2000-02-15,2000,2,Region XI - Davao,Mindanao,Davao City,Davao del Sur,"Rice (milled, superior)",Cereals And Tubers,KG,Wholesale,17.45,0.4295,0.4295,,,,
2000-02-15,2000,2,Region XI - Davao,Mindanao,Davao City,Davao del Sur,"Rice (regular, milled)",Cereals And Tubers,KG,Retail,16.75,0.4123,0.4123,,,,
2000-02-15,2000,2,Region XII - SOCCSKSARGEN,Mindanao,Koronadal,South Cotabato,"Rice (milled, superior)",Cereals And Tubers,KG,Wholesale,16.05,0.3951,0.3951,,,,
2000-02-15,2000,2,Region XII - SOCCSKSARGEN,Mindanao,Koronadal,South Cotabato,"Rice (milled, superior)",Cereals And Tubers,KG,Retail,18.1,0.4455,0.4455,,,,
2000-02-15,2000,2,Region XII - SOCCSKSARGEN,Mindanao,Koronadal,South Cotabato,"Rice (regular, milled)",Cereals And Tubers,KG,Retail,16.6,0.4086,0.4086,,,,
2000-03-15,2000,3,National Capital Region,Luzon,Metro Manila,Metropolitan Manila,Maize flour (yellow),Cereals And Tubers,KG,Retail,17.75,0.4335,0.4335,,,,
2000-03-15,2000,3,National Capital Region,Luzon,Metro Manila,Metropolitan Manila,"Rice (milled, superior)",Cereals And Tubers,KG,Wholesale,18.35,0.4481,0.4481,,,,
2000-03-15,2000,3,National Capital Region,Luzon,Metro Manila,Metropolitan Manila,"Rice (milled, superior)",Cereals And Tubers,KG,Retail,20,0.4884,0.4884,,,,
2000-03-15,2000,3,Region III - Central Luzon,Luzon,Palayan,Nueva Ecija,"Rice (milled, superior)",Cereals And Tubers,KG,Wholesale,18,0.4396,0.4396,,,,
2000-03-15,2000,3,Region III - Central Luzon,Luzon,Palayan,Nueva Ecija,"Rice (milled, superior)",Cereals And Tubers,KG,Retail,20,0.4884,0.4884,,,,
2000-03-15,2000,3,Region VI - Western Visayas,Visayas,Iloilo City,Iloilo,"Rice (milled, superior)",Cereals And Tubers,KG,Wholesale,16.75,0.409,0.409,,,,
2000-03-15,2000,3,Region VI - Western Visayas,Visayas,Iloilo City,Iloilo,"Rice (milled, superior)",Cereals And Tubers,KG,Retail,20.35,0.4969,0.4969,,,,
2000-03-15,2000,3,Region VI - Western Visayas,Visayas,Iloilo City,Iloilo,"Rice (regular, milled)",Cereals And Tubers,KG,Wholesale,15.85,0.3871,0.3871,,,,
2000-03-15,2000,3,Region VI - Western Visayas,Visayas,Iloilo City,Iloilo,"Rice (regular, milled)",Cereals And Tubers,KG,Retail,18.3,0.4469,0.4469,,,,
2000-03-15,2000,3,Region VII - Central Visayas,Visayas,Cebu City,Cebu,Maize flour (white),Cereals And Tubers,KG,Retail,15,0.3663,0.3663,,,,
2000-03-15,2000,3,Region VII - Central Visayas,Visayas,Cebu City,Cebu,Maize flour (white),Cereals And Tubers,KG,Wholesale,14.35,0.3504,0.3504,,,,
2000-03-15,2000,3,Region VII - Central Visayas,Visayas,Cebu City,Cebu,"Rice (milled, superior)",Cereals And Tubers,KG,Wholesale,19,0.464,0.464,,,,
2000-03-15,2000,3,Region VII - Central Visayas,Visayas,Cebu City,Cebu,"Rice (milled, superior)",Cereals And Tubers,KG,Retail,20,0.4884,0.4884,,,,
2000-03-15,2000,3,Region VII - Central Visayas,Visayas,Cebu City,Cebu,"Rice (regular, milled)",Cereals And Tubers,KG,Wholesale,17.15,0.4188,0.4188,,,,
2000-03-15,2000,3,Region XI - Davao,Mindanao,Davao City,Davao del Sur,Maize flour (white),Cereals And Tubers,KG,Wholesale,12.85,0.3138,0.3138,,,,
2000-03-15,2000,3,Region XI - Davao,Mindanao,Davao City,Davao del Sur,Maize flour (yellow),Cereals And Tubers,KG,Wholesale,13.25,0.3236,0.3236,,,,
2000-03-15,2000,3,Region XI - Davao,Mindanao,Davao City,Davao del Sur,Maize flour (yellow),Cereals And Tubers,KG,Retail,14,0.3419,0.3419,,,,
2000-03-15,2000,3,Region XI - Davao,Mindanao,Davao City,Davao del Sur,"Rice (milled, superior)",Cereals And Tubers,KG,Wholesale,17.65,0.431,0.431,,,,
2000-03-15,2000,3,Region XI - Davao,Mindanao,Davao City,Davao del Sur,"Rice (milled, superior)",Cereals And Tubers,KG,Retail,19,0.464,0.464,,,,
2000-03-15,2000,3,Region XI - Davao,Mindanao,Davao City,Davao del Sur,"Rice (regular, milled)",Cereals And Tubers,KG,Retail,17,0.4151,0.4151,,,,
2000-03-15,2000,3,Region XII - SOCCSKSARGEN,Mindanao,Koronadal,South Cotabato,Maize (yellow),Cereals And Tubers,KG,Wholesale,7.6,0.1856,0.1856,,,,
2000-03-15,2000,3,Region XII - SOCCSKSARGEN,Mindanao,Koronadal,South Cotabato,"Rice (milled, superior)",Cereals And Tubers,KG,Retail,18.5,0.4518,0.4518,,,,
2000-03-15,2000,3,Region XII - SOCCSKSARGEN,Mindanao,Koronadal,South Cotabato,"Rice (milled, superior)",Cereals And Tubers,KG,Wholesale,16.2,0.3956,0.3956,,,,
2000-03-15,2000,3,Region XII - SOCCSKSARGEN,Mindanao,Koronadal,South Cotabato,"Rice (regular, milled)",Cereals And Tubers,KG,Wholesale,15.2,0.3712,0.3712,,,,
2000-03-15,2000,3,Region XII - SOCCSKSARGEN,Mindanao,Koronadal,South Cotabato,"Rice (regular, milled)",Cereals And Tubers,KG,Retail,17,0.4151,0.4151,,,,
2000-04-15,2000,4,National Capital Region,Luzon,Metro Manila,Metropolitan Manila,Maize flour (yellow),Cereals And Tubers,KG,Retail,18,0.4372,0.4372,,,,
2000-04-15,2000,4,National Capital Region,Luzon,Metro Manila,Metropolitan Manila,Meat (pork),"Meat, Fish And Eggs",KG,Retail,108.71,2.6405,2.6405,,,,
2000-04-15,2000,4,National Capital Region,Luzon,Metro Manila,Metropolitan Manila,"Rice (milled, superior)",Cereals And Tubers,KG,Retail,20,0.4858,0.4858,,,,
2000-04-15,2000,4,National Capital Region,Luzon,Metro Manila,Metropolitan Manila,"Rice (milled, superior)",Cereals And Tubers,KG,Wholesale,18.35,0.4457,0.4457,,,,
2000-04-15,2000,4,Region III - Central Luzon,Luzon,Palayan,Nueva Ecija,"Rice (milled, superior)",Cereals And Tubers,KG,Retail,20,0.4858,0.4858,,,,
2000-04-15,2000,4,Region III - Central Luzon,Luzon,Palayan,Nueva Ecija,"Rice (milled, superior)",Cereals And Tubers,KG,Wholesale,18.3,0.4445,0.4445,,,,
2000-04-15,2000,4,Region VI - Western Visayas,Visayas,Iloilo City,Iloilo,"Rice (milled, superior)",Cereals And Tubers,KG,Retail,21.3,0.5174,0.5174,,,,
2000-04-15,2000,4,Region VI - Western Visayas,Visayas,Iloilo City,Iloilo,"Rice (milled, superior)",Cereals And Tubers,KG,Wholesale,16.7,0.4056,0.4056,,,,
2000-04-15,2000,4,Region VI - Western Visayas,Visayas,Iloilo City,Iloilo,"Rice (regular, milled)",Cereals And Tubers,KG,Wholesale,16,0.3886,0.3886,,,,
2000-04-15,2000,4,Region VI - Western Visayas,Visayas,Iloilo City,Iloilo,"Rice (regular, milled)",Cereals And Tubers,KG,Retail,18.95,0.4603,0.4603,,,,
2000-04-15,2000,4,Region VII - Central Visayas,Visayas,Cebu City,Cebu,"Rice (milled, superior)",Cereals And Tubers,KG,Retail,20.2,0.4906,0.4906,,,,
2000-04-15,2000,4,Region VII - Central Visayas,Visayas,Cebu City,Cebu,"Rice (milled, superior)",Cereals And Tubers,KG,Wholesale,19.1,0.4639,0.4639,,,,
2000-04-15,2000,4,Region VII - Central Visayas,Visayas,Cebu City,Cebu,"Rice (regular, milled)",Cereals And Tubers,KG,Wholesale,17.15,0.4166,0.4166,,,,
2000-04-15,2000,4,Region XI - Davao,Mindanao,Davao City,Davao del Sur,Maize flour (yellow),Cereals And Tubers,KG,Retail,13,0.3158,0.3158,,,,
2000-04-15,2000,4,Region XI - Davao,Mindanao,Davao City,Davao del Sur,Maize flour (yellow),Cereals And Tubers,KG,Wholesale,12.1,0.2939,0.2939,,,,
2000-04-15,2000,4,Region XI - Davao,Mindanao,Davao City,Davao del Sur,"Rice (milled, superior)",Cereals And Tubers,KG,Retail,19,0.4615,0.4615,,,,
2000-04-15,2000,4,Region XI - Davao,Mindanao,Davao City,Davao del Sur,"Rice (milled, superior)",Cereals And Tubers,KG,Wholesale,17.8,0.4323,0.4323,,,,
2000-04-15,2000,4,Region XI - Davao,Mindanao,Davao City,Davao del Sur,"Rice (regular, milled)",Cereals And Tubers,KG,Retail,17,0.4129,0.4129,,,,
2000-04-15,2000,4,Region XII - SOCCSKSARGEN,Mindanao,Koronadal,South Cotabato,"Rice (milled, superior)",Cereals And Tubers,KG,Retail,18.5,0.4494,0.4494,,,,
2000-04-15,2000,4,Region XII - SOCCSKSARGEN,Mindanao,Koronadal,South Cotabato,"Rice (milled, superior)",Cereals And Tubers,KG,Wholesale,16.05,0.3898,0.3898,,,,
2000-04-15,2000,4,Region XII - SOCCSKSARGEN,Mindanao,Koronadal,South Cotabato,"Rice (regular, milled)",Cereals And Tubers,KG,Wholesale,15.5,0.3765,0.3765,,,,
2000-05-15,2000,5,National Capital Region,Luzon,Metro Manila,Metropolitan Manila,Maize flour (yellow),Cereals And Tubers,KG,Retail,18,0.4283,0.4283,,,,
2000-05-15,2000,5,National Capital Region,Luzon,Metro Manila,Metropolitan Manila,"Rice (milled, superior)",Cereals And Tubers,KG,Wholesale,18.35,0.4366,0.4366,,,,
2000-05-15,2000,5,National Capital Region,Luzon,Metro Manila,Metropolitan Manila,"Rice (milled, superior)",Cereals And Tubers,KG,Retail,20,0.4759,0.4759,,,,
2000-05-15,2000,5,National Capital Region,Luzon,Metro Manila,Metropolitan Manila,"Rice (regular, milled)",Cereals And Tubers,KG,Wholesale,16.75,0.3985,0.3985,,,,
2000-05-15,2000,5,Region III - Central Luzon,Luzon,Palayan,Nueva Ecija,Meat (pork),"Meat, Fish And Eggs",KG,Retail,97.14,2.3113,2.3113,,,,
2000-05-15,2000,5,Region III - Central Luzon,Luzon,Palayan,Nueva Ecija,"Rice (milled, superior)",Cereals And Tubers,KG,Wholesale,18.25,0.4342,0.4342,,,,
2000-05-15,2000,5,Region III - Central Luzon,Luzon,Palayan,Nueva Ecija,"Rice (milled, superior)",Cereals And Tubers,KG,Retail,19.5,0.464,0.464,,,,
2000-05-15,2000,5,Region III - Central Luzon,Luzon,Palayan,Nueva Ecija,"Rice (regular, milled)",Cereals And Tubers,KG,Retail,18,0.4283,0.4283,,,,
2000-05-15,2000,5,Region IX - Zamboanga Peninsula,Mindanao,Zamboanga City,Zamboanga del Sur,"Rice (regular, milled)",Cereals And Tubers,KG,Retail,17.85,0.4247,0.4247,,,,
2000-05-15,2000,5,Region VI - Western Visayas,Visayas,Iloilo City,Iloilo,"Rice (milled, superior)",Cereals And Tubers,KG,Wholesale,17.25,0.4104,0.4104,,,,
2000-05-15,2000,5,Region VI - Western Visayas,Visayas,Iloilo City,Iloilo,"Rice (milled, superior)",Cereals And Tubers,KG,Retail,22.35,0.5318,0.5318,,,,
2000-05-15,2000,5,Region VI - Western Visayas,Visayas,Iloilo City,Iloilo,"Rice (regular, milled)",Cereals And Tubers,KG,Retail,19.55,0.4652,0.4652,,,,
2000-05-15,2000,5,Region VII - Central Visayas,Visayas,Cebu City,Cebu,Meat (pork),"Meat, Fish And Eggs",KG,Retail,97.64,2.3232,2.3232,,,,
2000-05-15,2000,5,Region VII - Central Visayas,Visayas,Cebu City,Cebu,"Rice (milled, superior)",Cereals And Tubers,KG,Retail,20.25,0.4818,0.4818,,,,
2000-05-15,2000,5,Region VII - Central Visayas,Visayas,Cebu City,Cebu,"Rice (milled, superior)",Cereals And Tubers,KG,Wholesale,18.9,0.4497,0.4497,,,,
2000-05-15,2000,5,Region VII - Central Visayas,Visayas,Cebu City,Cebu,"Rice (regular, milled)",Cereals And Tubers,KG,Retail,18.5,0.4402,0.4402,,,,
2000-05-15,2000,5,Region VII - Central Visayas,Visayas,Cebu City,Cebu,"Rice (regular, milled)",Cereals And Tubers,KG,Wholesale,17.65,0.42,0.42,,,,
2000-05-15,2000,5,Region XI - Davao,Mindanao,Davao City,Davao del Sur,Maize flour (white),Cereals And Tubers,KG,Retail,15,0.3569,0.3569,,,,
2000-05-15,2000,5,Region XI - Davao,Mindanao,Davao City,Davao del Sur,Maize flour (yellow),Cereals And Tubers,KG,Retail,12.85,0.3057,0.3057,,,,
2000-05-15,2000,5,Region XI - Davao,Mindanao,Davao City,Davao del Sur,Maize flour (yellow),Cereals And Tubers,KG,Wholesale,12.4,0.295,0.295,,,,
2000-05-15,2000,5,Region XI - Davao,Mindanao,Davao City,Davao del Sur,"Rice (milled, superior)",Cereals And Tubers,KG,Retail,19,0.4521,0.4521,,,,
2000-05-15,2000,5,Region XI - Davao,Mindanao,Davao City,Davao del Sur,"Rice (milled, superior)",Cereals And Tubers,KG,Wholesale,18.1,0.4307,0.4307,,,,
2000-05-15,2000,5,Region XI - Davao,Mindanao,Davao City,Davao del Sur,"Rice (regular, milled)",Cereals And Tubers,KG,Wholesale,17.15,0.4081,0.4081,,,,
2000-05-15,2000,5,Region XI - Davao,Mindanao,Davao City,Davao del Sur,"Rice (regular, milled)",Cereals And Tubers,KG,Retail,17.35,0.4128,0.4128,,,,
2000-05-15,2000,5,Region XII - SOCCSKSARGEN,Mindanao,Koronadal,South Cotabato,Maize (white),Cereals And Tubers,KG,Wholesale,8.65,0.2058,0.2058,,,,
2000-05-15,2000,5,Region XII - SOCCSKSARGEN,Mindanao,Koronadal,South Cotabato,"Rice (milled, superior)",Cereals And Tubers,KG,Retail,18.55,0.4414,0.4414,,,,
2000-05-15,2000,5,Region XII - SOCCSKSARGEN,Mindanao,Koronadal,South Cotabato,"Rice (milled, superior)",Cereals And Tubers,KG,Wholesale,16.35,0.389,0.389,,,,
2000-05-15,2000,5,Region XII - SOCCSKSARGEN,Mindanao,Koronadal,South Cotabato,"Rice (regular, milled)",Cereals And Tubers,KG,Retail,17,0.4045,0.4045,,,,
2000-05-15,2000,5,Region XII - SOCCSKSARGEN,Mindanao,Koronadal,South Cotabato,"Rice (regular, milled)",Cereals And Tubers,KG,Wholesale,15.7,0.3736,0.3736,,,,
2000-06-15,2000,6,National Capital Region,Luzon,Metro Manila,Metropolitan Manila,Maize flour (yellow),Cereals And Tubers,KG,Retail,18,0.4187,0.4187,,,,
2000-06-15,2000,6,National Capital Region,Luzon,Metro Manila,Metropolitan Manila,Meat (pork),"Meat, Fish And Eggs",KG,Retail,108.82,2.5312,2.5312,,,,
2000-06-15,2000,6,National Capital Region,Luzon,Metro Manila,Metropolitan Manila,"Rice (milled, superior)",Cereals And Tubers,KG,Wholesale,18.35,0.4268,0.4268,,,,
2000-06-15,2000,6,National Capital Region,Luzon,Metro Manila,Metropolitan Manila,"Rice (milled, superior)",Cereals And Tubers,KG,Retail,20,0.4652,0.4652,,,,
2000-06-15,2000,6,National Capital Region,Luzon,Metro Manila,Metropolitan Manila,"Rice (regular, milled)",Cereals And Tubers,KG,Wholesale,16.75,0.3896,0.3896,,,,
2000-06-15,2000,6,Region III - Central Luzon,Luzon,Palayan,Nueva Ecija,"Rice (milled, superior)",Cereals And Tubers,KG,Wholesale,18.1,0.421,0.421,,,,
2000-06-15,2000,6,Region III - Central Luzon,Luzon,Palayan,Nueva Ecija,"Rice (milled, superior)",Cereals And Tubers,KG,Retail,19.1,0.4443,0.4443,,,,
2000-06-15,2000,6,Region IX - Zamboanga Peninsula,Mindanao,Zamboanga City,Zamboanga del Sur,"Rice (regular, milled)",Cereals And Tubers,KG,Retail,18,0.4187,0.4187,,,,
2000-06-15,2000,6,Region VI - Western Visayas,Visayas,Iloilo City,Iloilo,"Rice (milled, superior)",Cereals And Tubers,KG,Wholesale,17.6,0.4094,0.4094,,,,
2000-06-15,2000,6,Region VI - Western Visayas,Visayas,Iloilo City,Iloilo,"Rice (milled, superior)",Cereals And Tubers,KG,Retail,23,0.535,0.535,,,,
2000-06-15,2000,6,Region VI - Western Visayas,Visayas,Iloilo City,Iloilo,"Rice (regular, milled)",Cereals And Tubers,KG,Wholesale,16.7,0.3884,0.3884,,,,
2000-06-15,2000,6,Region VI - Western Visayas,Visayas,Iloilo City,Iloilo,"Rice (regular, milled)",Cereals And Tubers,KG,Retail,20.75,0.4827,0.4827,,,,
2000-06-15,2000,6,Region VII - Central Visayas,Visayas,Cebu City,Cebu,Maize flour (white),Cereals And Tubers,KG,Retail,16,0.3722,0.3722,,,,
2000-06-15,2000,6,Region VII - Central Visayas,Visayas,Cebu City,Cebu,"Rice (milled, superior)",Cereals And Tubers,KG,Wholesale,19.05,0.4431,0.4431,,,,
2000-06-15,2000,6,Region VII - Central Visayas,Visayas,Cebu City,Cebu,"Rice (milled, superior)",Cereals And Tubers,KG,Retail,20,0.4652,0.4652,,,,
2000-06-15,2000,6,Region VII - Central Visayas,Visayas,Cebu City,Cebu,"Rice (regular, milled)",Cereals And Tubers,KG,Wholesale,17.25,0.4012,0.4012,,,,
2000-06-15,2000,6,Region VII - Central Visayas,Visayas,Cebu City,Cebu,"Rice (regular, milled)",Cereals And Tubers,KG,Retail,18.5,0.4303,0.4303,,,,
2000-06-15,2000,6,Region XI - Davao,Mindanao,Davao City,Davao del Sur,Maize flour (white),Cereals And Tubers,KG,Retail,15.35,0.357,0.357,,,,
2000-06-15,2000,6,Region XI - Davao,Mindanao,Davao City,Davao del Sur,Maize flour (yellow),Cereals And Tubers,KG,Wholesale,12.1,0.2815,0.2815,,,,
2000-06-15,2000,6,Region XI - Davao,Mindanao,Davao City,Davao del Sur,Maize flour (yellow),Cereals And Tubers,KG,Retail,12.85,0.2989,0.2989,,,,
2000-06-15,2000,6,Region XI - Davao,Mindanao,Davao City,Davao del Sur,"Rice (milled, superior)",Cereals And Tubers,KG,Wholesale,17.95,0.4175,0.4175,,,,
2000-06-15,2000,6,Region XI - Davao,Mindanao,Davao City,Davao del Sur,"Rice (milled, superior)",Cereals And Tubers,KG,Retail,19,0.4419,0.4419,,,,
2000-06-15,2000,6,Region XI - Davao,Mindanao,Davao City,Davao del Sur,"Rice (regular, milled)",Cereals And Tubers,KG,Wholesale,16.8,0.3908,0.3908,,,,
2000-06-15,2000,6,Region XII - SOCCSKSARGEN,Mindanao,Koronadal,South Cotabato,"Rice (milled, superior)",Cereals And Tubers,KG,Wholesale,16.3,0.3791,0.3791,,,,
2000-06-15,2000,6,Region XII - SOCCSKSARGEN,Mindanao,Koronadal,South Cotabato,"Rice (milled, superior)",Cereals And Tubers,KG,Retail,18.5,0.4303,0.4303,,,,
2000-06-15,2000,6,Region XII - SOCCSKSARGEN,Mindanao,Koronadal,South Cotabato,"Rice (regular, milled)",Cereals And Tubers,KG,Retail,17,0.3954,0.3954,,,,
2000-07-15,2000,7,National Capital Region,Luzon,Metro Manila,Metropolitan Manila,Maize flour (yellow),Cereals And Tubers,KG,Retail,17.2,0.3907,0.3907,,,,
2000-07-15,2000,7,National Capital Region,Luzon,Metro Manila,Metropolitan Manila,"Rice (milled, superior)",Cereals And Tubers,KG,Wholesale,18.45,0.4191,0.4191,,,,
2000-07-15,2000,7,National Capital Region,Luzon,Metro Manila,Metropolitan Manila,"Rice (milled, superior)",Cereals And Tubers,KG,Retail,20,0.4544,0.4544,,,,
